"verified_type, twitter id, observation id",text,user_screen_name,st_y,st_x,location_full_name,location_country,created_at,Total Votes,Score
"(pos,690049331370467328,690049331370467328)",#NorthernLights a twinkling over top of me on the ANC Road southeast of Fox Creek tonight. https://t.co/rGWOzzm3Rr,jeffmadams,54.3877218,-116.8423609,"Fox Creek, 01",Canada,2016-01-21 05:52:35+00,2,2
"(pos,690049891515535360,690049891515535360)",@AuroraNotify watching the Aurora off my back deck in Wasilla. Seeing purples and greens. What a treat!,ldreese,61.56258882,-149.4395802,"Wasilla, AK",United States,2016-01-21 05:54:49+00,2,2
"(pos,690050426641715201,690050426641715201)",Wow moments ago in central Alberta !! #aurora #northernlights #wx #teamtanner @dartanner @TamithaSkov @eljakeo30 https://t.co/Ob0aXDEO7j,treetanner,52.26488352,-117.5009727,"Alberta, 01",Canada,2016-01-21 05:56:56+00,2,2
"(pos,690051183801667584,690051183801667584)","@Aurora_Alerts shawnessy, calgary. AB https://t.co/G6L9Q6YhPT",GuiManCam,51.04698651,-114.1187963,"Calgary, 01",Canada,2016-01-21 05:59:57+00,2,2
"(pos,690275574779109376,690275574779109376)",@TamithaSkov Another fantastic night with the Aurora in Lapland. Its big and going strong at 10.50pm Finnish time.,Teresacooper,67.7407784,26.49193406,"Lappi, 19",Finland,2016-01-21 20:51:36+00,2,2
"(pos,691360746987503618,691360746987503618)",Have you seen the #AuroraBorealis ? here it is over #reykjavik in #Iceland . #travel #space @MailOnline @weather rt https://t.co/Mbpjagrfei,dorisig,64.12875015,-21.89651042,"Reykjav_—k, 39",Iceland,2016-01-24 20:43:41+00,4,2
"(pos,693658904421511168,693658904421511168)",Seeing #aurora now at Kp2 IMF bz -5 here just north of Regina #Saskatchewan https://t.co/CcDkLKfpFW,DJHardwired,50.68444864,-104.5022624,"Edenwold No. 158, Saskatchewan",Canada,2016-01-31 04:55:45+00,2,2
"(pos,693940505705615360,693940505705615360)",Thank you @GrayLineIceland for an incredible #northernlights tour tonight! #photos to follow! #Iceland #AuroraBorealis #bucketlistcheckoff,GAdv_L_J,64.98386829,-18.04889489,"Republic of Iceland, 00",Iceland,2016-01-31 23:34:44+00,2,2
"(pos,693987474775736320,693987474775736320)","Live Stream Cams 
Aurora Borealis 
https://t.co/1YWajyl1HK 
#northernlights #Aurora @exploreorg #Sky #Canada https://t.co/ihxxLOYWcM",DancAnyway,60.09075523,-113.6622243,"Canada, 00",Canada,2016-02-01 02:41:22+00,2,2
"(pos,694051334941708288,694051334941708288)",#aurora Green glow visible to eye on horizon in Wausau WI. What a nice surprise!,CountryViewFoto,44.94619638,-89.64558975,"Wausau, WI",United States,2016-02-01 06:55:07+00,2,2
"(pos,694700178670882816,694700178670882816)",Seeing some dim #aurora to the naked eye now in Alberta #teamtanner @dartanner @eljakeo30 @wwxchaser @AuroraNotify @KayBeWx @LauraDuchesne,treetanner,52.27743359,-117.5021696,"Alberta, 01",Canada,2016-02-03 01:53:24+00,2,2
"(pos,694703070295494658,694703070295494658)",Such a spectacular sight! #northernlights #auroraborealis #Iceland @ Pingvellir National Park https://t.co/U3V8m2xB9X,ynaoblivious,64.12447883,-21.95667785,Iceland,_çsland,2016-02-03 02:04:53+00,2,2
"(pos,694705905363849216,694705905363849216)",#Calgary: broad #aurora arch across N &amp; NNE sky. Local bright structure. Best away from city lights. @TamithaSkov @TweetAurora @spaceyliz,CalgaryRASC,51.02605166,-114.0955815,"Calgary, 01",Canada,2016-02-03 02:16:09+00,2,2
"(pos,694707630246223872,694707630246223872)",Lights are out tonight! #northernlights #AuroraBorealis #montana #stars https://t.co/yJurURC2pa,julliep81,46.99445044,-109.7646224,"Montana, MT",United States,2016-02-03 02:23:00+00,2,2
"(pos,694712565448900608,694712565448900608)",@TweetAurora lights are on in Olds Alberta! Time to get outside! #aurora https://t.co/P0iQ0m2eJV,flixlee,52.26791715,-117.5001317,"Alberta, 01",Canada,2016-02-03 02:42:37+00,2,2
"(pos,694717176385638400,694717176385638400)",The #northernlights are #dancing #tonight to the #north and the #stars are so bright to the #south #alberta is so #beautiful,mzmeliss,53.40007611,-113.5124446,"Hampton Inn By Hilton Edmonton South Alberta Canada, 01",Canada,2016-02-03 03:00:56+00,2,2
"(pos,694749359146029056,694749359146029056)",Driving back up north alberta and can see the northern lights. Pretty cool site #northernlights,paulhamill7,52.27311278,-117.4960325,"Alberta, 01",Canada,2016-02-03 05:08:49+00,2,2
"(pos,694761347788070913,694761347788070913)","#Aurora near Morinville, AB 10:15pm So many curls! #yeg #ExploreEdmonton https://t.co/Qimee2rdr2",Wherezjeff,53.78442459,-113.6836584,"Morinville, 01",Canada,2016-02-03 05:56:28+00,2,2
"(pos,694765477935992832,694765477935992832)",Aurora borealis from southern Manitoba. #exploremb #northernlights https://t.co/zZDaYuxQ4D,tobandyck,54.98107953,-97.02375736,"Manitoba, 03",Canada,2016-02-03 06:12:52+00,2,2
"(pos,696397809214427136,696397809214427136)",Finally we saw them!! 2nd time lucky &amp; no blizzard to stop us #NorthernLights #AuroraBorealis__° https://t.co/LoyucphcZ2,GabyNashITV,64.12094369,-21.97282488,Iceland,_çsland,2016-02-07 18:19:10+00,2,2
"(pos,696412515970977792,696412515970977792)",Night 1 in #Tromso &amp; it's game on. Aurora in the hold! https://t.co/cwjo2y12jw,chasethestorm,69.62703053,18.89931547,"Troms_î, 18",Norway,2016-02-07 19:17:37+00,2,2
"(pos,696506401422733312,696506401422733312)","Reports from @MWObs that there is an #Aurora visible! #lookup #maine #wmtw Find a high pt. if you can, clear view of horizon, look north.",SarahLongWMTW,45.47625614,-69.26254245,"Maine, ME",United States,2016-02-08 01:30:41+00,2,2
"(pos,696508286443479040,696508286443479040)","Northern Lights in #Iqaluit, Wow take look at the Stars as well :D #northernlights #AuroraBorealis #Nunavut https://t.co/AKpm5PrvHH",enowdluk,63.73995249,-68.52078687,"Iqaluit, 14",Canada,2016-02-08 01:38:10+00,2,2
"(pos,696516447485341698,696516447485341698)",@TamithaSkov I have been watching low intensity Aurora blanketing the NE horizon sending out occasional towers in N Saskatchewan,RamFire55,53.98452513,-106.0352308,"Saskatchewan, 11",Canada,2016-02-08 02:10:36+00,2,2
"(pos,696516828303138816,696516828303138816)","This place... #northernlights 
#rejkjavik 
#iceland 
#bucketlist https://t.co/rhzD3YYAop",mrderekbowers,64.99706349,-18.05462195,"Republic of Iceland, 00",Iceland,2016-02-08 02:12:07+00,2,2
"(pos,696523973056565249,696523973056565249)",#Calgary: #Aurora arc building in the northeast sky. Best away from city lights @TweetAurora @TamithaSkov @spaceyliz @ratzlaff,CalgaryRASC,51.04956053,-114.097185,"Calgary, 01",Canada,2016-02-08 02:40:30+00,2,2
"(pos,697515264443809792,697515264443809792)",Seeing the Northern Lights in Iceland was amazing •__ç Highly recommend the country to anyone! #NorthernLights #travel https://t.co/gVrNnCCcQ3,lou_mason,64.99825926,-18.01644511,"Republic of Iceland, 00",Iceland,2016-02-10 20:19:32+00,2,2
"(pos,697680691094384640,697680691094384640)","AURORAMAX ALERT __Æ An #aurora is now visible above #Yellowknife, Northwest Territories! Check it out: https://t.co/kMY960Gm4S",AuroraMAX,62.44409163,-114.371062,"Yellowknife, 13",Canada,2016-02-11 07:16:53+00,2,2
"(pos,697885554256510976,697885554256510976)","A lot of love in my heart tonight.
Thanks #Greenland
#northernlights #auroraborealis #teamcanon #Eos70D #excited https://t.co/99GCWC77cs",tlsTravelBlog,71.98275599,-40.06506164,"Greenland, 00",Greenland,2016-02-11 20:50:56+00,2,2
"(pos,697965451758833664,697965451758833664)","Northern lights right outside our hotel room! 
#northernlights #Iceland #Reykjavik #bucketlist__° https://t.co/YqAWUkSJoN",JodieeYoung,64.12412447,-21.94661832,Iceland,_çsland,2016-02-12 02:08:25+00,2,2
"(pos,699445695057694720,699445695057694720)",My Back porch #michaelhdavies #pangnirtung #arctic #northernlights #AuroraBorealis  #aurora https://t.co/Fssi6POzGZ,michaelhdavies1,66.13897715,-65.75766558,"Pangnirtung, 14",Canada,2016-02-16 04:10:23+00,2,2
"(pos,699445916642734080,699445916642734080)","The Aurora Borealis #auroraborealis #northernlights #montana @ Libby, Montana https://t.co/YWnronJ62V",SWAN_SON,46.99583428,-109.7631444,"Montana, MT",United States,2016-02-16 04:11:16+00,2,2
"(pos,699680117291745281,699680117291745281)",#Aurora live Sodankyla Finland https://t.co/Cb10out6PO #northernlights https://t.co/vRBAPJOQ6M,AngelBrise67,63.99149917,25.96117857,"Republic of Finland, 00",Finland,2016-02-16 19:41:54+00,2,2
"(pos,699683928903454720,699683928903454720)","Nice evening walk. Aurora borealis in Helsinki, latitude 60. #auroraBorealis @FMIspace",AnttiVaihkonen,60.15539048,24.89201931,"Helsinki, 01",Finland,2016-02-16 19:57:02+00,2,2
"(pos,699688676872290306,699688676872290306)","Northern lights, my personal first since 2010. Natural in Finland. #aurora https://t.co/r72CtrO6TB",ReimaEresmaa,63.98567242,25.9573321,"Republic of Finland, 00",Finland,2016-02-16 20:15:54+00,2,2
"(pos,699688807407476737,699688807407476737)",@RareBirdAlertUK aurora through the hazy clouds from here in happisburgh right now,chunder10,52.80872391,1.509685805,"Happisburgh, ENG",United Kingdom,2016-02-16 20:16:25+00,2,2
"(pos,699689478458314752,699689478458314752)","#Sweden is great. #auroraborealis right outside my window, 20 min ago and still lingering on the horizon. #Stockholm https://t.co/UpfxkUvsaz",DrRobertWagner,61.99617761,14.98417808,"Kingdom of Sweden, 00",Sweden,2016-02-16 20:19:05+00,2,2
"(pos,699689608657956864,699689608657956864)","Weak #aurora over northern Germany right now: https://t.co/aszaAhCJMS - easy to photograph (no picture shown yet), also visual at times.",cosmos4u,51.49176247,10.49079962,"Federal Republic of Germany, 00",Germany,2016-02-16 20:19:36+00,2,2
"(pos,699694764367675392,699694764367675392)","I am in the Arctic Circle - I am aurora watching, it is quite good. I do not have a tripod with me, so no pictures, sorry.",GarethJonesTV,66.54686384,28.03081216,"Best Western Arctic Circle, 19",Finland,2016-02-16 20:40:06+00,2,2
"(pos,699805132775694338,699805132775694338)","#NorthernLights shining for our youth! @ Kuujjuaq, Quebec https://t.co/61SPZQndz7",CdnRoots,58.08945409,-68.41444661,"Kuujjuaq, Qu_ˆbec",Canada,2016-02-17 03:58:40+00,2,2
"(pos,699839405729652737,699839405729652737)",It might be below zero but it's a beautiful night in northern Minnesota!! #aurora #mnwx https://t.co/PkJMtxSOJh,wxjoe,46.23722161,-94.27544749,"Minnesota, MN",United States,2016-02-17 06:14:51+00,2,2
"(pos,699839557143887873,699839557143887873)",Very weak #Aurora 3 mins ago from Central Alberta #wx #teamtanner @treetanner @TamithaSkov @MargeauxMorin https://t.co/fe1h0WGcf0,dartanner,52.27404576,-117.4874192,"Alberta, 01",Canada,2016-02-17 06:15:27+00,2,2
"(pos,699925431148023814,699925431148023814)",Strong #aurora showing on the Alaska live cam just now @TamithaSkov https://t.co/KzAHatLXa7,EcotrakNI,63.99600999,-150.0258792,"Alaska, AK",United States,2016-02-17 11:56:41+00,2,2
"(pos,699926328087330817,699926328087330817)","#auroraborealis over the city @ Anchorage, Alaska https://t.co/L0wzb8u8pT",KvnMartone,61.20621477,-149.9003233,"Anchorage, AK",United States,2016-02-17 12:00:15+00,2,2
"(pos,700072425099280384,700072425099280384)","The way home..
#reykjanes #Iceland #NorthernLights #beauty #auroraborealis #lookup https://t.co/lSSPVGsjAz",twittzzilla,64.97704366,-18.01494214,"Republic of Iceland, 00",Iceland,2016-02-17 21:40:47+00,2,2
"(pos,700081995456626688,700081995456626688)",Good chunk of green aurora pulsing over the Black Isle viewed from Inverness just now. Worth a peek if you___re in the mood (&amp; area!). 10.15pm,JohnWMacPherson,57.47329644,-4.267502836,"Inverness, SCT",United Kingdom,2016-02-17 22:18:49+00,2,2
"(pos,700086507386839040,700086507386839040)",#Aurora over northern #Ireland now!!  https://t.co/Lnp0on0sVw,mayo_mick,54.500031,-6.504629178,"Northern Ireland, NIR",United Kingdom,2016-02-17 22:36:44+00,2,2
"(pos,700093833791537156,700093833791537156)",Incredible #NorthernLights show on our cruise this evening! #Reykjavik #Iceland #AuroraBorealis https://t.co/vXLGOccqBO,eldingwhale,64.99269453,-18.00042437,"Republic of Iceland, 00",Iceland,2016-02-17 23:05:51+00,2,2
"(pos,700104759961874432,700104759961874432)",Montrose Basin with Aurora.... Faint because of the high and bright moon tonight. #montrosebasin__° https://t.co/NpkN95h35P,CatDiva,56.69451751,-2.518206076,"Montrose Basin, SCT",United Kingdom,2016-02-17 23:49:16+00,2,2
"(pos,700113166748020737,700113166748020737)",I believe I've got #aurora from here in north Cumbria. https://t.co/UVR5nHySNg https://t.co/AYMoXjltpW,Stargazing4All,54.89299844,-2.994951028,"North Cumbria Accute Hospitals NHS Trusts, ENG",United Kingdom,2016-02-18 00:22:41+00,2,2
"(pos,700150795329613824,700150795329613824)","AURORAMAX ALERT __Æ An #aurora is now visible above #Yellowknife, Northwest Territories! Check it out: https://t.co/kMY960Gm4S",AuroraMAX,62.44406003,-114.4050436,"Yellowknife, 13",Canada,2016-02-18 02:52:12+00,2,2
"(pos,700169716200042496,700169716200042496)","And another attempt at the #northernlights with an iPhone camera #yzf @ Yellowknife, Northwest__° https://t.co/le1Kt5fe5N",elaineanselmi,62.42929842,-114.3581329,"Yellowknife, Northwest Territories",Canada,2016-02-18 04:07:23+00,2,2
"(pos,703680689179389953,703680689179389953)",It was a beautiful night... And the lights came out to play ^_^ #nofilter #northernlights__° https://t.co/JDeF1VHq7Z,debyteo,69.24605363,19.84361948,"Storfjord, Norge",Norge,2016-02-27 20:38:44+00,2,2
"(pos,704079435348189184,704079435348189184)",My last evening in #Kiruna. More Aurora!! https://t.co/qhdNeht9TS,timmermansr,67.84954626,20.17044224,"Kiruna, 14",Sweden,2016-02-28 23:03:13+00,2,2
"(pos,704431857400590336,704431857400590336)",PURE #Aurora Bliss right there live Porjus Sweden! #northernlights https://t.co/7gxzrejotq https://t.co/7q4z2cf2N9,AngelBrise67,61.98261325,14.99248651,"Kingdom of Sweden, 00",Sweden,2016-02-29 22:23:37+00,2,2
"(pos,704810262172450821,704810262172450821)",The #northernlights played ball tonight! #iceland,rwbate,64.98975776,-18.04472393,"Republic of Iceland, 00",Iceland,2016-03-01 23:27:15+00,2,2
"(pos,704818039301218304,704818039301218304)",If you're in North of Scotland just now and there's a gap in the snow showers have a look out - I can see an aurora from Inverness @ 11.55,JohnWMacPherson,55.99350193,-4.010804947,"Scotland, SCT",United Kingdom,2016-03-01 23:58:10+00,2,2
"(pos,704826650480021504,704826650480021504)",Could actually scream the hotel down right about now. So happy I got to see the Northern Lights. Buzzing!!!!! #NorthernLights #Reykjavik,SianEmily_1,64.12979228,-21.90672119,"Reykjav_—k, 39",Iceland,2016-03-02 00:32:23+00,2,2
"(pos,705178974276734976,705178974276734976)",Finally we met .. you truly  amazes me .. #northernlights #auroraborealis #iceland @ Pingvellir__° https://t.co/i7xE5iLtoU,travelingsabina,64.1388347,-21.98259061,Iceland,_çsland,2016-03-02 23:52:23+00,2,2
"(pos,705553875244294146,705553875244294146)",#NorthernLights over #Iceland right now - pictures will be soon online: https://t.co/uDoTka0QnE https://t.co/XEKJF4eEZS,LGawenda,64.98793775,-18.0476099,"Republic of Iceland, 00",Iceland,2016-03-04 00:42:07+00,2,2
"(pos,706602548141146113,706602548141146113)",Aurora danced outside my balcony now. She's more pretty then my phone can capture. @ Hraunb_°r https://t.co/nUtiHv5Qb2,markovicana,64.75315999,-21.57113882,Iceland,_çsland,2016-03-06 22:09:10+00,2,2
"(pos,706603829144502277,706603829144502277)",The sky's awake.. #northernlights #iceland https://t.co/aa0o21UhU0 https://t.co/rratDrcsOd,sandratyan,64.98448443,-18.00211737,"Republic of Iceland, 00",Iceland,2016-03-06 22:14:15+00,2,2
"(pos,706609102617710592,706609102617710592)",My #sister just worked me up and told me to look outside. There was freaking #NorthernLights everywhere !! #perks of living in #Norway _ùù_îè,MezzyBasic97,61.99997959,9.953941514,"Kingdom of Norway, 00",Norway,2016-03-06 22:35:12+00,2,2
"(pos,706615293292912640,706615293292912640)",Sunday evening #aurora in #Kangerlussuaq #awg2016 https://t.co/Cev3G9CbM0,MetMog,67.00107995,-50.68992868,"Kangerlussuaq, 06",Greenland,2016-03-06 22:59:48+00,2,2
"(pos,706620396301209601,706620396301209601)","Northern lights over Bergen tonight
#nofilter #northernlights #bergen #norway #photooftheday__° https://t.co/vujkY4L7w2",brsseb,60.25011908,5.312124028,"Mons, Norway",Norge,2016-03-06 23:20:05+00,2,2
"(pos,706624048227340289,706624048227340289)","Just been out spotting the beautiful green aurora borealis by the Forth in Silverknowes, Edinburgh.",jackiehenman,55.94309426,-3.202127165,"Edinburgh, SCT",United Kingdom,2016-03-06 23:34:36+00,2,2
"(pos,706627252163895297,706627252163895297)",Tonight we've seen the brightest Northern Lights so far in #Iceland #auroraborealis #icelandadventure #erasmusplus,jimmygoolaerts,64.98484411,-18.03698755,"Republic of Iceland, 00",Iceland,2016-03-06 23:47:20+00,2,2
"(pos,706628897367007234,706628897367007234)",We've had one relatively clear day in #Iceland so far. We headed out on a boat and this happened. #NorthernLights https://t.co/pY5iQUsn6r,gwoh,64.98288625,-18.01053701,"Republic of Iceland, 00",Iceland,2016-03-06 23:53:52+00,2,2
"(pos,706633279017984000,706633279017984000)",Bands of colour @VirtualAstro Perthshire Scotland #AuroraBorealis #Scotland https://t.co/vPRb3xBjx4,delahayeArt,55.98249949,-4.016731933,"Scotland, SCT",United Kingdom,2016-03-07 00:11:16+00,2,2
"(pos,706634108294864896,706634108294864896)","Faint green #aurora starting to glow now in #Moncton, #NewBrunswick. Also caught a meteor in this photo. #solarstorm https://t.co/W53E3sxmeB",CodiacSm,46.07935354,-64.81400584,"Moncton, 04",Canada,2016-03-07 00:14:34+00,4,2
"(pos,706653507726635008,706653507726635008)",#Aurora #StormHour starting up now southern manitoba @TamithaSkov https://t.co/vrg8zZ8w12,spark8021,54.98246933,-97.01950906,"Manitoba, 03",Canada,2016-03-07 01:31:39+00,2,2
"(pos,706683248924102656,706683248924102656)",A Northern Lights Hooray!!! •___ #nh #northernlights #AuroraBorealis #aurora #newhampshire__° https://t.co/Sxzg8wEjEB,WXKnapper,44.03515085,-71.14498502,"North Conway, NH",United States,2016-03-07 03:29:50+00,4,2
"(pos,706699131134222336,706699131134222336)","AURORAMAX ALERT __Æ An #aurora is now visible above #Yellowknife, Northwest Territories! Check it out: https://t.co/kMY960Gm4S",AuroraMAX,62.44207283,-114.3934133,"Yellowknife, 13",Canada,2016-03-07 04:32:57+00,2,2
"(pos,706703552052203520,706703552052203520)",Tonight is a good night to hunt for the #NorthernLights out in #Shuniah and #tbay. https://t.co/NLIVuR9TwB,jrbrown19,48.49296853,-88.75036169,"Shuniah, 08",Canada,2016-03-07 04:50:31+00,2,2
"(pos,706738860714303488,706738860714303488)",#aurora over Northern Wisconsin https://t.co/lQMh4llnuL,qtrocub,44.47857504,-90.01552499,"Wisconsin, WI",United States,2016-03-07 07:10:49+00,2,2
"(pos,706953607426523136,706953607426523136)",Looks like a weaker Aurora is forming to the North West of Ellon. Clearer skies tonight though. #Aurora,GrahamSDoman,57.35357402,-2.107810738,"Ellon, SCT",United Kingdom,2016-03-07 21:24:09+00,2,2
"(pos,706953813484310529,706953813484310529)",#aurora taken tonight at 2030 from the Elgol pier (Scotland) https://t.co/RG4Gik1L9o,cuillincoll,55.98819181,-4.019886751,"Scotland, SCT",United Kingdom,2016-03-07 21:24:58+00,2,2
"(pos,706955059574210560,706955059574210560)","Aurora been spotted in Dundee in the last few minutes, you never know you might be lucky!",realedinburgh,56.4502955,-2.988801315,"Dundee, SCT",United Kingdom,2016-03-07 21:29:55+00,2,2
"(pos,706958946771271681,706958946771271681)",Northern lights over Bergen! It's happening... #NorthernLights #Bergen,larsmpal,60.39169686,5.322807986,"Bergen, 07",Norway,2016-03-07 21:45:22+00,2,2
"(pos,706960932874948608,706960932874948608)",Strong Aurora again in Aberdeenshire just now by all accounts. Bed wins though.,dgriffinphoto,57.15210295,-2.698086981,"Aberdeenshire, SCT",United Kingdom,2016-03-07 21:53:15+00,4,2
"(pos,706962722374737921,706962722374737921)",ESPS ALVARO DE BAZAN with #northernlights off coast of Norway #navy #photography #auroraborealis @Armada_esp https://t.co/BVnGg2n2An,NATO_MARCOM,61.97955361,9.966961798,"Kingdom of Norway, 00",Norway,2016-03-07 22:00:22+00,2,2
"(pos,706962725138800646,706962725138800646)","More #northernlights with Spanish #navy frigate ALVARO DE BAZAN in Norway.
@Armada_esp @SHAPE_NATO #photography https://t.co/8TofXUCCNz",NATO_MARCOM,61.98113422,9.978464988,"Kingdom of Norway, 00",Norway,2016-03-07 22:00:23+00,2,2
"(pos,707822868936134657,707822868936134657)",Very faint aurora seen across Alaska right now at  955pm where the weather is clear,AuroraNotify,63.99470101,-150.0049198,"Alaska, AK",United States,2016-03-10 06:58:17+00,2,2
"(pos,708038049779859457,708038049779859457)",Just ran through snow in slippers as my first aurora borealis swept through the sky. No photo could do it justice. https://t.co/FZG1oaV7WP,rhizop,63.15886575,12.35384052,"__re, Sweden",Sverige,2016-03-10 21:13:20+00,2,2
"(pos,708050773893058560,708050773893058560)",The northern lights over #Iceland. #Aurora #AuroraBorealis https://t.co/lc0scEuwKL,shainblum,64.97985761,-17.99782128,"Republic of Iceland, 00",Iceland,2016-03-10 22:03:54+00,2,2
"(pos,708061870758961152,708061870758961152)","It's getting easier to see as the night goes on. #auroraborealis #iceland #akureyri @ Akureyri,__° https://t.co/y9azdI76A4",AmiPersaud,65.67156493,-18.11886157,Iceland,_çsland,2016-03-10 22:47:59+00,2,2
"(pos,708068888030920704,708068888030920704)",The perks of living in the north _ùù_îè #NorthernLights #AuroraBorealis #Norway https://t.co/Rx3BVvHtlE,Annkaline,61.9906759,9.955854121,"Kingdom of Norway, 00",Norway,2016-03-10 23:15:52+00,2,2
"(pos,708119675461373958,708119675461373958)",The #northernlights in Alaska. One of those moments where I wish I brought my camera. @__° https://t.co/HeP9esZzQ2,harryhyuan,63.98422196,-150.0344643,"Alaska, AK",United States,2016-03-11 02:37:41+00,2,2
"(pos,708162198745448450,708162198745448450)",Calgary there's a faint #auroraborealis low in the north and northeast sky. Best seen away from city lights,CalgaryRASC,51.03769904,-114.1054775,"Calgary, 01",Canada,2016-03-11 05:26:39+00,2,2
"(pos,708422885459763201,708422885459763201)","#Aurora over #Sweden tonight.
#AuroraBorealis #StormHour #EarthCapture https://t.co/pVha5cf42c",63northphoto,61.98710664,14.98053493,"Kingdom of Sweden, 00",Sweden,2016-03-11 22:42:32+00,2,2
"(pos,709500889623441409,709500889623441409)",the lights come out tonight! #northernlights #auroraborealis #Norway #Lofoten #northernnorway__° https://t.co/WNbWcPCYPu,earthXplorer,68.01838586,13.32911545,"Flakstad, Norge",Norge,2016-03-14 22:06:08+00,2,2
"(pos,709500901610930176,709500901610930176)",the lights come out tonight! #northernlights #auroraborealis #Norway #Lofoten #northernnorway #wow #colorful https://t.co/mUPeanDcqX,earthXplorer,61.99925249,9.971685187,"Kingdom of Norway, 00",Norway,2016-03-14 22:06:11+00,2,2
"(pos,709503183266127873,709503183266127873)",#Skye is just as good as Finland for #Northernlights #AuroraBorealis Why to go abroad?! #visitscotland #Skyecowshed https://t.co/1sI3555orB,Cath_wood,63.99560606,25.99350675,"Republic of Finland, 00",Finland,2016-03-14 22:15:15+00,2,2
"(pos,709510770686607361,709510770686607361)",#aurora visible naked eye tonight from Paisley. @SeanBattySTV @TamithaSkov @VirtualAstro @Paisley2021 #TWWT https://t.co/I04A232aQI,gbc123,55.82553189,-4.460223655,"Paisley, SCT",United Kingdom,2016-03-14 22:45:24+00,2,2
"(pos,709519949790892032,709519949790892032)","Faint #aurora picked up near Shap, Cumbria UK 14/3 22:19 - pink, turquoise, soft red ray in moonlight @TamithaSkov https://t.co/tGm7SVQbIx",joncoopershap,54.51250505,-2.701635421,"Shap, ENG",United Kingdom,2016-03-14 23:21:52+00,2,2
"(pos,709542108256817152,709542108256817152)",#aurora as seen from my hotel window in #Oslo #norway tonight #oslove #norge #norgefoto #utno__° https://t.co/KQ3XQ1UMfZ,juliacreinhart,59.82014196,10.40915574,"Asker, Norge",Norge,2016-03-15 00:49:55+00,2,2
"(pos,709587174224625664,709587174224625664)","AURORAMAX ALERT __Æ An #aurora is now visible above #Yellowknife, Northwest Territories! Check it out: https://t.co/kMY960Gm4S",AuroraMAX,62.44379317,-114.3913146,"Yellowknife, 13",Canada,2016-03-15 03:49:00+00,2,2
"(pos,709588297710841856,709588297710841856)",Back of cam now #Aurora in Alberta #teamtanner @dartanner @eljakeo30 @TheUmno @TamithaSkov @wwxchaser @AuroraNotify https://t.co/yn2J6II7Tf,treetanner,52.26884612,-117.4871216,"Alberta, 01",Canada,2016-03-15 03:53:28+00,2,2
"(pos,709590786761854976,709590786761854976)",Montana is seeing an aurora glow now,AuroraNotify,46.98726438,-109.7752245,"Montana, MT",United States,2016-03-15 04:03:21+00,2,2
"(pos,709608863100641281,709608863100641281)",Midnight in #Manitoba but Lights are on near Churchill @exploreorg #NorthernLights live cam https://t.co/4McXaApmF9 https://t.co/rzKoN4C97w,exploreorg,54.99247546,-97.02592628,"Manitoba, 03",Canada,2016-03-15 05:15:11+00,2,2
"(pos,709626876034060288,709626876034060288)",#NorthernLights are out in #Vibank #Saskatchewan weeeoooo!! It's picture time!!,BrittanyAst,53.99490821,-106.0251561,"Saskatchewan, 11",Canada,2016-03-15 06:26:46+00,2,2
"(pos,709655604269359104,709655604269359104)","Right now, in Yellowknife, Canada #NorthernLights #AuroraBorealis #awesomenature https://t.co/pfFkqMhKhD",cla123,62.44962284,-114.3595235,"Yellowknife, 13",Canada,2016-03-15 08:20:55+00,2,2
"(pos,709827477284233216,709827477284233216)","@aurorawatchuk @akelahall aurora right now visible from Balfron, Stirlingshire.",sjohnstone101,56.06521516,-4.360527095,"Balfron, SCT",United Kingdom,2016-03-15 19:43:53+00,2,2
"(pos,709838269173919744,709838269173919744)",Lights are on. #Rovaniemi #AuroraBorealis https://t.co/xyl45L76Cd,hannavuojarvi,66.48632012,25.7027453,"Rovaniemi, 19",Finland,2016-03-15 20:26:46+00,2,2
"(pos,709847456771653632,709847456771653632)",Aurora arc visible now from Bangor.,LividLFC,54.64962786,-5.70026415,"Bangor, NIR",United Kingdom,2016-03-15 21:03:16+00,2,2
"(pos,709851699578593280,709851699578593280)","There is definitely some #AuroraBorealis over #Glasgow tonight. #gorgeous. One day, I'll see you in all your #glory https://t.co/BiLVXgz6CS",AfshaDean,55.85503658,-4.287089437,"Glasgow, SCT",United Kingdom,2016-03-15 21:20:08+00,2,2
"(pos,709852168682078209,709852168682078209)",Aurora Borealis over Glasgow? #AuroraBorealis #NorthernLights https://t.co/Ht8Hh8WlWi,chemikal_monkey,55.84961763,-4.271118885,"Glasgow, SCT",United Kingdom,2016-03-15 21:22:00+00,2,2
"(pos,709853802317352964,709853802317352964)",Faint glimpse of the #NorthernLights in Aberdeen tonight. Still want to see them properly in all their glory though! #Aberdeen,ginger_ninja24,57.13158759,-2.105936923,"Aberdeen, SCT",United Kingdom,2016-03-15 21:28:29+00,4,2
"(pos,709853870613250048,709853870613250048)",Aurora borealis over Glasgow https://t.co/BHqUQX3vOq,desmorris67,55.86246429,-4.274578425,"Glasgow, SCT",United Kingdom,2016-03-15 21:28:45+00,2,2
"(pos,709854717271216132,709854717271216132)",#NorthernLights in Renfrewshire.  Picture not even close to doing it justice of course. https://t.co/PYtikWO9pz,Lexatar,55.81529074,-4.515147207,"Renfrewshire, SCT",United Kingdom,2016-03-15 21:32:07+00,2,2
